book_id,book_name,author,rating,review_count,price,description,listening_time_raw,listening_minutes,genres,primary_genre,genre_count,weighted_rating,search_text,source,title_key,author_key
50,When Breath Becomes Air,Paul Kalanithi,4.6,11526.0,615.0,"Tackling the agonizing transition from skilled surgeon to bewildered patient, When Breath Becomes Air is an unflinching account of what it means to be betrayed by the body you devoted your life to understanding.",5 hours and 35 minutes,335.0,Sociology of Death & Dying | Grief & Loss | Cancer,Sociology of Death & Dying,3,4.593069518389296,"When Breath Becomes Air Paul Kalanithi Sociology of Death & Dying Grief & Loss Cancer Tackling the agonizing transition from skilled surgeon to bewildered patient, When Breath Becomes Air is an unflinching account of what it means to be betrayed by the body you devoted your life to understanding.",both datasets,when breath becomes air,paul kalanithi
51,The Woman in the Window,A. J. Finn,4.3,11498.0,8735.0,What did she see?,13 hours and 42 minutes,822.0,Urban Fiction | Amateur Sleuth Mysteries | Psychological Thrillers,Urban Fiction,3,4.307625244207657,The Woman in the Window A. J. Finn Urban Fiction Amateur Sleuth Mysteries Psychological Thrillers What did she see?,advanced only,the woman in the window,a j finn
52,Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,4.8,11336.0,836.0,"For David Goggins, childhood was a nightmare - poverty, prejudice, and physical abuse colored his days and haunted his nights. But through self-discipline, mental toughness, and hard work, Goggins transformed himself from a depressed, overweight young man with no future into a US Armed Forces icon and one of the world's top endurance athletes. The only man in history to complete elite training as a Navy SEAL, Army Ranger, and Air Force Tactical Air Controller, he went on to set records in numerous endurance events, inspiring Outside magazine to name him The Fittest (Real) Man in America.",13 hours and 37 minutes,817.0,Biographies & Memoirs (Audible Audiobooks & Originals) | Personal Success | Biographies & Autobiographies,Biographies & Memoirs (Audible Audiobooks & Originals),3,4.783112561960039,"Can't Hurt Me: Master Your Mind and Defy the Odds David Goggins Biographies & Memoirs (Audible Audiobooks & Originals) Personal Success Biographies & Autobiographies For David Goggins, childhood was a nightmare - poverty, prejudice, and physical abuse colored his days and haunted his nights. But through self-discipline, mental toughness, and hard work, Goggins transformed himself from a depressed, overweight young man with no future into a US Armed Forces icon and one of the world's top endurance athletes. The only man in history to complete elite training as a Navy SEAL, Army Ranger, and Air Force Tactical Air Controller, he went on to set records in numerous endurance events, inspiring Outside magazine to name him The Fittest (Real) Man in America.",both datasets,can t hurt me master your mind and defy the odds,david goggins
53,I Am Watching You,Teresa Driscoll,4.5,11268.0,837.0,,,,,,0,4.497870187789923,I Am Watching You Teresa Driscoll,catalog only,i am watching you,teresa driscoll
54,And the Mountains Echoed,Khaled Hosseini,4.3,10978.0,836.0,An unforgettable novel about finding a lost piece of yourself in someone else.,14 hours,840.0,"Family Life Fiction | Literary Fiction | Crime, Thriller & Mystery",Family Life Fiction,3,4.307968099978343,"And the Mountains Echoed Khaled Hosseini Family Life Fiction Literary Fiction Crime, Thriller & Mystery An unforgettable novel about finding a lost piece of yourself in someone else.",both datasets,and the mountains echoed,khaled hosseini
55,Animal Farm,George Orwell,4.6,10848.0,645.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,,,,0,4.592658598710059,"Animal Farm George Orwell Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",both datasets,animal farm,george orwell
56,The Testaments,Margaret Atwood,4.6,10693.0,1093.0,Winner of the Booker Prize 2019 The British Book Awards Audiobook of the Year 2020,13 hours and 18 minutes,798.0,Dystopian Science Fiction | Literary Fiction | Science Fiction,Dystopian Science Fiction,3,4.592557719525669,The Testaments Margaret Atwood Dystopian Science Fiction Literary Fiction Science Fiction Winner of the Booker Prize 2019 The British Book Awards Audiobook of the Year 2020,both datasets,the testaments,margaret atwood
57,The Great Gatsby,F. Scott Fitzgerald,4.2,10685.0,501.0,"Audie Award Finalist, Classic, 2014",4 hours and 49 minutes,289.0,"Movie, TV & Video Game Tie-In Fiction | Literary Fiction | Classic Literature","Movie, TV & Video Game Tie-In Fiction",3,4.213382813719796,"The Great Gatsby F. Scott Fitzgerald Movie, TV & Video Game Tie-In Fiction Literary Fiction Classic Literature Audie Award Finalist, Classic, 2014",both datasets,the great gatsby,f scott fitzgerald
58,A Dance with Dragons: Book 5 of A Song of Ice and Fire,George R. R. Martin,4.4,10368.0,18149.0,"The complete, unabridged audiobook of A Dance with Dragons.",48 hours and 53 minutes,2933.0,"Fantasy Movie, TV & Video Game Tie-Ins | Movie, TV & Video Game Tie-In Fiction | Action & Adventure Fiction","Fantasy Movie, TV & Video Game Tie-Ins",3,4.403053498516618,"A Dance with Dragons: Book 5 of A Song of Ice and Fire George R. R. Martin Fantasy Movie, TV & Video Game Tie-Ins Movie, TV & Video Game Tie-In Fiction Action & Adventure Fiction The complete, unabridged audiobook of A Dance with Dragons.",both datasets,a dance with dragons book 5 of a song of ice and fire,george r r martin
59,"Harry Potter and the Chamber of Secrets, Book 2",J.K. Rowling,4.7,10362.0,999.0,,,,,,0,4.686971511211028,"Harry Potter and the Chamber of Secrets, Book 2 J.K. Rowling",catalog only,harry potter and the chamber of secrets book 2,j k rowling
60,"The Butterfly Garden: The Collector, Book 1",Dot Hutchison,4.4,10235.0,837.0,,,,,,0,4.403091025341855,"The Butterfly Garden: The Collector, Book 1 Dot Hutchison",catalog only,the butterfly garden the collector book 1,dot hutchison
61,"Killing Floor: Jack Reacher, Book 1",Lee Child,4.4,10141.0,1093.0,"Brought to you by Penguin, Killing Floor is the first instalment in Lee Child’s internationally popular Jack Reacher series, read by Jeff Harding.",15 hours and 39 minutes,939.0,Crime Thrillers | Suspense | Mysteries,Crime Thrillers,3,4.403118109270092,"Killing Floor: Jack Reacher, Book 1 Lee Child Crime Thrillers Suspense Mysteries Brought to you by Penguin, Killing Floor is the first instalment in Lee Child’s internationally popular Jack Reacher series, read by Jeff Harding.",both datasets,killing floor jack reacher book 1,lee child
62,The Help,Kathryn Stockett,4.7,10061.0,1382.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",-1,,,,0,4.6866032190317,"The Help Kathryn Stockett Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",both datasets,the help,kathryn stockett
63,"Thinking, Fast and Slow",Daniel Kahneman,4.4,9865.0,1093.0,Brought to you by Penguin.,20 hours and 1 minute,1201.0,Business Decision Making & Problem Solving | Psychology (Audible Audiobooks & Originals) | Personal Success,Business Decision Making & Problem Solving,3,4.403200447402368,"Thinking, Fast and Slow Daniel Kahneman Business Decision Making & Problem Solving Psychology (Audible Audiobooks & Originals) Personal Success Brought to you by Penguin.",both datasets,thinking fast and slow,daniel kahneman
64,Pride and Prejudice,Jane Austen,4.5,9650.0,32.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,,,,0,4.497533562200796,"Pride and Prejudice Jane Austen Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",both datasets,pride and prejudice,jane austen
65,Behind Closed Doors,B A Paris,4.3,9641.0,713.0,"In this dark, psychological thriller, Georgia Maguire pushes listeners to explore the furthest limits of their moral codes. If the circumstances were bleak enough, what would you be willing to do to protect the ones you love?",8 hours and 46 minutes,526.0,Psychological Fiction | Psychological Thrillers | Crime Thrillers,Psychological Fiction,3,4.309009686766673,"Behind Closed Doors B A Paris Psychological Fiction Psychological Thrillers Crime Thrillers In this dark, psychological thriller, Georgia Maguire pushes listeners to explore the furthest limits of their moral codes. If the circumstances were bleak enough, what would you be willing to do to protect the ones you love?",both datasets,behind closed doors,b a paris
66,Winter of the World,Ken Follett,4.5,9634.0,323.0,"Five linked families live out their destinies as the world is shaken by tyranny and war in the mid-20th century. Berlin in 1933 is in upheaval. Eleven-year-old Carla von Ulrich struggles to understand the tensions disrupting her family as Hitler strengthens his grip on Germany. Into this turmoil step her mother’s formidable friend and former British MP, Ethel Leckwith, and her student son, Lloyd, who soon learns for himself the brutal reality of Nazism.",31 hours and 43 minutes,1903.0,Historical Fiction (Audible Audiobooks & Originals) | Historical Fiction,Historical Fiction (Audible Audiobooks & Originals),2,4.49752970122782,"Winter of the World Ken Follett Historical Fiction (Audible Audiobooks & Originals) Historical Fiction Five linked families live out their destinies as the world is shaken by tyranny and war in the mid-20th century. Berlin in 1933 is in upheaval. Eleven-year-old Carla von Ulrich struggles to understand the tensions disrupting her family as Hitler strengthens his grip on Germany. Into this turmoil step her mother’s formidable friend and former British MP, Ethel Leckwith, and her student son, Lloyd, who soon learns for himself the brutal reality of Nazism.",both datasets,winter of the world,ken follett
67,"Voyager: Outlander, Book 3",Diana Gabaldon,4.8,9486.0,1407.0,,,,,,0,4.780011027126927,"Voyager: Outlander, Book 3 Diana Gabaldon",catalog only,voyager outlander book 3,diana gabaldon
68,The Intelligent Investor Rev Ed.,Benjamin Graham,4.4,9339.0,18290.0,The Classic Text Annotated to Update Graham's Timeless Wisdom for Today's Market Conditions,17 hours and 48 minutes,1068.0,Personal Finance | Investing & Trading | Analysis & Strategy,Personal Finance,3,4.403370045965096,The Intelligent Investor Rev Ed. Benjamin Graham Personal Finance Investing & Trading Analysis & Strategy The Classic Text Annotated to Update Graham's Timeless Wisdom for Today's Market Conditions,both datasets,the intelligent investor rev ed,benjamin graham
